日付,曜日,テーマNo,テーマ ( タイトル ),AIへの命令文の例
2029/05/16,月,No.04066,影が本体の生き物,影そのものが実体を持っており、それに付随する「本体」（人間や動物の姿）は、影が作り出した幻影に過ぎない世界。影たちが集まって会議を開き、本体はぼんやりと立っている様子を描いてください。
2029/05/17,火,No.04067,未来が見えすぎる預言者,あまりにも先の未来（数億年後）まで正確に見えてしまうため、直近の明日（例：雨が降るかどうか）のことが全く分からない預言者。彼は宇宙の終焉について熱弁しているが、目の前の水たまりに気づかず転んでいる様子を生成してください。
2029/05/18,水,No.04068,命を吸う聖域,入ればどんな病気や怪我も治るという伝説の聖域（泉や森）。しかし、治癒と引き換えに、その人の「寿命」や「活力」が聖域に吸い取られ、周囲の植物が異常なまでに生い茂っていく様子を描いてください。
2029/05/19,木,No.04069,木製のロボット兵士,最新鋭のAIを搭載した人型ロボット兵士。しかし、そのボディは金属やカーボンではなく、職人によって精巧に作られた「木製」（寄木細工やからくりのような）である。森の中で、木々に溶け込むように潜んでいる様子を描いてください。
2029/05/20,金,No.04070,蝶の羽で飛ぶ飛行船,巨大な飛行船のガス袋の代わりに、ステンドグラスのように美しい巨大な「蝶の羽」が何対もついており、それがゆっくりと羽ばたくことで空に浮かんでいる。ゴンドラはアンティーク調である様子を生成してください。
2029/05/21,土,No.04071,喜びのパンデミック,一人の少女の「純粋な喜び」の感情が、ウイルスのように人から人へと伝染していく。感染した人々は、理由もなく笑い出し、踊り出し、街全体が幸福なカオスに包まれていく様子を描いてください。
2029/05/22,日,No.04072,重すぎる「愛」,恋人から贈られた「愛」の言葉が、物理的に重い鎖や枷となって相手にまとわりつき、身動きが取れなくなっている人の姿を描いてください。愛は美しい宝石で飾られているが、明らかに重そうです。
2029/05/23,月,No.04073,地下に広がる太陽,地球の奥深く、地底世界の中心に、本物の太陽（ミニチュアサイズ）が輝いており、その光を受けて地底に広大な森や都市が栄えている。地上の人々はその存在を知らない様子を生成してください。
2029/05/24,火,No.04074,氷でできた砂漠,見渡す限り広がる砂漠。しかし、砂丘を形成しているのは砂ではなく、細かく砕けた氷の粒。太陽の光を反射して眩しく輝いているが、触れると非常に冷たい。ラクダの代わりにホッキョクグマが歩いている様子を描いてください。
2029/05/25,水,No.04075,夢を食べるバク、悪夢にうなされる,人々の悪夢を食べてくれるバク。しかし、あまりにも多くの悪夢を食べ過ぎたため、今度はバク自身が悪夢にうなされ、苦しんでいる。その体からは、食べた悪夢の断片が煙のように漏れ出している様子を生成してください。
2029/05/26,木,No.04076,音が「重い」世界,静かな場所は（重力が軽いかのように）フワフワと物が浮き、逆に騒がしい場所（工事現場やライブ会場）は、音の圧力で重力が強くなり、人々が地面に張り付いている様子を描いてください。
2029/05/27,金,No.04077,最後のユニコーンと最初のAI,絶滅寸前の最後の一角獣（ユニコーン）が、森の中で、生まれたばかりの（まだ実体を持たない）AIの光と出会い、互いにコミュニケーションを取ろうとしている幻想的な情景を描いてください。
2029/05/28,土,No.04078,秩序を嫌う図書館司書,図書館の司書が、分類法（NDCやDDC）を無視し、わざと本を混沌とした状態に並べ替えている。「偶然の出会いこそが知識だ」と主張し、利用者は宝探しのように本を探している様子を生成してください。
2029/05/29,日,No.04079,空から魚が降る街,その街では、週に一度、決まって空から大量の魚（イワシやサバなど）が雨のように降ってくる。人々は驚くでもなく、慣れた手つきで傘やバケツを広げ、魚を収穫している日常風景を描いてください。
2029/05/30,月,No.04080,永遠の子供,何百年も生きているが、外見は永遠に10歳の子供のままの存在。その目は、子供らしい無邪気さと、すべてを見透かしたような老賢者の知恵を同時に宿している。古い遺跡で難しい本を読んでいる様子を描いてください。
2029/05/31,火,No.04081,鋼鉄のバレリーナ,優雅に踊るバレリーナ。しかし、その体は生身の人間ではなく、錆びついた歯車と金属部品でできた機械人形（オートマタ）である。動くたびにギシギシと音を立てながらも、完璧なトゥシューズで立っている様子を生成してください。
2029/06/01,水,No.04082,「猫の手」が働くオフィス,「猫の手も借りたい」ほど忙しいオフィス。すると本当に、スーツを着た二足歩行の猫たちが現れ、小さな肉球でキーボードを叩いたり、お茶くみをしたりして働いている。人間たちは当たり前のように指示を出している様子を描いてください。
2029/06/02,木,No.04083,感情によって天候が変わる島,その島に住む人々の集合的な感情が、島の天気に直接影響を与える。人々が幸せなら快晴、怒っていると雷雨、悲しんでいると霧雨になる。今日は、喜びと悲しみが混在し、晴れているのに雨が降る「天気雨」になっている様子を描いてください。
2029/06/03,金,No.04084,自分の顔を忘れた男,鏡を見ても、そこに映る自分の顔を認識できなくなった男。彼は、自分がどんな顔をしていたか思い出そうと、必死で粘土で自画像を作ろうとしているが、どれも「のっぺらぼう」になってしまう様子を生成してください。
2029/06/04,土,No.04085,歌で建物を建てる建築家,建築家が設計図の代わりに楽譜を書き、職人たちがその「歌」を歌う。歌声のハーモニーが共鳴し、音波が物質化して、徐々に美しい建物が組み上がっていく様子を描いてください。
2029/06/05,日,No.04086,過去を泳ぐダイバー,時間旅行者が、現代のダイビングスーツのような装備で、過去の「時間」の流れの中に飛び込んでいく。時間の流れは、まるで深海のように描かれ、過去の出来事の残像が魚の群れのように泳いでいる様子を生成してください。
2029/06/06,月,No.04087,キノコでできた都市,高層ビルや家々が、すべて巨大で色とりどりのキノコでできている都市。夜になると、キノコたちが幻想的な光を放ち、胞子が雪のように舞っている様子を描いてください。
2029/06/07,火,No.04088,優しい死神,死神が、死期が近い老人の前に現れる。しかし、恐ろしい鎌を持つ姿ではなく、温かい毛布と熱いココアを持った、穏やかな看護師のような姿をしている。老人は安らかな表情でそれを受け取っている様子を描いてください。
2029/06/08,水,No.04089,立方体の虹,空にかかる虹が、アーチ状ではなく、完璧な立方体（キューブ）の形をしている。その虹は空中に静止しており、人々は不思議そうに見上げている様子を生成してください。
2029/06/09,木,No.04090,記憶を植える庭師,人々が失った（あるいは望む）記憶を、特殊な「記憶の種」として脳に植え付ける庭師。彼は、老婦人の脳（のイメージ）に、楽しかった子供時代の記憶の種を優しく植えている様子を描いてください。
2029/06/10,金,No.04091,動くタトゥー,人間の体に彫られたタトゥー（例：龍、鯉、蝶）が、皮膚の上を自由に動き回り、時には体から飛び出して空中を泳ぎ回る。持ち主はそれをペットのように可愛がっている様子を生成してください。
2029/06/11,土,No.04092,星空を飲むカフェ,カフェのメニューに「星空」がある。注文すると、バリスタが夜空をスプーンですくい、カップに注いでくれる。カップの中には、本物の銀河が渦巻いており、客はそれをゆっくりと飲んでいる様子を描いてください。
2029/06/12,日,No.04093,悲しみが結晶化する湖,人々が悲しみを捨てに来る湖。流された涙や悲嘆が湖の底で結晶化し、美しいが触れると心が凍るような「悲しみの宝石」となっている。それを拾い集める人がいる様子を描いてください。
2029/06/13,月,No.04094,本の登場人物、現実へ,図書館で本を読んでいた少女。すると、本の中から、物語の主人公である騎士が、文字やインクのシミを引き連れながら、現実世界に飛び出してくる。少女は驚き、司書は頭を抱えている様子を生成してください。
2029/06/14,火,No.04095,電脳空間の盆栽,サイバーパンクな未来。老人が、物理的な植物ではなく、ホログラムで映し出されたデータ上の「盆栽」を、VRゴーグルをかけて丹精込めて育てている（剪定している）。その盆栽は、時折バグって形を変える様子を描いてください。
2029/06/15,水,No.04096,溶けない氷の彫刻,灼熱の砂漠の真ん中に、精巧に作られた巨大な「氷の彫刻」（例：鳳凰、城）が立っている。太陽が照りつけているにもかかわらず、それは一滴も溶けることなく、涼しげに輝いている様子を生成してください。
2029/06/16,木,No.04097,言葉が現実を上書きする作家,作家がタイプライターで「空は赤かった」と打つと、窓の外の空が瞬時に真っ赤に染まる。彼は、物語を書くことで、現実世界を次々と書き換えている。彼は少し困惑しながらも、次の言葉を紡ごうとしている様子を生成してください。
2029/06/17,金,No.04098,静止した爆発,大規模な爆発が起きた瞬間、そのすべての動き（炎、煙、破片）が完全に静止し、まるで巨大なオブジェのように街中に固定されてしまった風景。人々はその間を縫って生活している様子を描いてください。
2029/06/18,土,No.04099,重力を生み出す花,その花が咲くと、周囲の重力が強くなる。小さな花は昆虫を引き寄せ、巨大な花は家や車さえも引き寄せてしまう。人々は安全な距離から、その危険で美しい花を眺めている様子を描いてください。
2029/06/19,日,No.04100,無能な天才,IQが300ある天才科学者。しかし、彼は靴紐の結び方を知らず、トーストを焦がし、日常生活のあらゆることで失敗ばかりしている。研究室で複雑な数式を解きながら、逆さまにシャツを着ている様子を生成してください。
2029/06/20,月,No.04101,月を修理する宇宙飛行士,夜空に浮かぶ月が、ある日突然ひび割れてしまった。宇宙飛行士たちが宇宙船で近づき、巨大なスパナや溶接機を使って、そのひび割れを修理しようと奮闘している様子を描いてください。
2029/06/21,火,No.04102,影に色がある世界,通常、影は黒か灰色だが、この世界では、人や物の「感情」や「状態」によって影に様々な色（例：怒りは赤、悲しみは青、喜びは黄色）がつく。カラフルな影が行き交う街角を描いてください。
2029/06/22,水,No.04103,雲の上の洗濯屋,空高く浮かぶ雲の上で、人々（天使や神様？）が、地上から集めた「汚れた心」や「悩み」を、雲の泡でゴシゴシと洗い、真っ白にしてから、虹の洗濯ロープに干している様子を生成してください。
2029/06/23,木,No.04104,恐竜と共存するビクトリア朝,19世紀のロンドン。シルクハットの紳士やコルセットの淑女たちが、馬車の代わりに小型の恐竜（ラプトルなど）を馬のように乗りこなし、空にはプテラノドンが飛んでいるスチームパンク風の情景を描いてください。
2029/06/24,金,No.04105,声で火をおこす少女,少女が美しい声で歌うと、その声の力で、暖炉の薪やキャンプファイヤーに、優しく温かい火が灯る。彼女の歌声は、寒い冬の村の人々を暖めている様子を描いてください。
2029/06/25,土,No.04106,海のない灯台,見渡す限り砂漠や平原が広がる内陸のど真ん中に、ぽつんと巨大な灯台が立っている。夜になると、灯台は昔と変わらず、何もない「陸の海」に向かって強力な光を放ち続けている様子を生成してください。
2029/06/26,日,No.04107,地図を描く蝶,美しい羽を持つ蝶。その羽の模様は、まだ誰も発見していない未知の土地の「地図」になっている。蝶が飛ぶたびに、その地図の場所が明らかになっていく。探検家がその蝶を必死で追いかけている様子を描いてください。
2029/06/27,月,No.04108,ネオンの森,森の木々が、ネオンサインのように色鮮やかに発光している。木の幹にはサイバーな模様が走り、キノコや花はホログラムのように点滅している。未来的な森の中を、原始的な動物が歩いている様子を生成してください。
2029/06/28,火,No.04109,プラスチックの心臓,重い心臓病を患った人が、手術によって「プラスチック製」の人工心臓を移植された。それは完璧に機能するが、彼は「愛」や「情熱」といった感情を感じられなくなったと嘆いている。胸に手を当て、無表情で窓の外を見ている様子を描いてください。
2029/06/29,水,No.04110,平和ボケした地獄の鬼,地獄が長期間の平和（？）を享受した結果、すっかり仕事がなくなり、平和ボケしてしまった鬼たち。金棒の手入れも忘れ、亡者たちと一緒にお茶を飲んだり、ゲームをしたりして、だらだらと過ごしている様子を描いてください。
2029/06/30,木,No.04111,嘘がつけない政治家,ある日突然、世界中の政治家が「嘘」を一切つけなくなる。テレビの討論会で、本音（例：「当選のためなら何でもします」「その政策は興味ありません」）ばかりを口走ってしまい、世界中が大混乱に陥っている様子を生成してください。
2029/07/01,金,No.04112,時間を逆行する川,川の水が、海から山（源流）に向かって逆流している。その川の水に触れると、触れたものの時間が逆戻りする（例：大人が子供になる、花が蕾に戻る）。人々がその水で若返ろうと集まっている様子を描いてください。
2029/07/02,土,No.04113,苔むした宇宙船,何百年も前に地球に不時着した異星人の宇宙船。今やそれは完全に森の一部と化し、機体は厚い苔とツタに覆われ、内部には木々が生え、動物たちの棲家となっている様子を描いてください。
2029/07/03,日,No.04114,思考が具現化する霧,その霧の中に入ると、考えたこと（恐怖、願望、記憶）が、即座に現実の幻影として目の前に現れる。冒険者が、自分の恐怖（怪物）と、自分の希望（家族の姿）に同時に囲まれ、困惑している様子を生成してください。
2029/07/04,月,No.04115,ガラス瓶に詰められた嵐,荒れ狂う雷と豪雨を伴う「嵐」が、魔法の力によって小さなガラス瓶の中に封じ込められている。瓶の中ではミニチュアの嵐が激しく渦巻いている。それを骨董品屋の店主が客に売ろうとしている様子を描いてください。
2029/07/05,火,No.04116,白黒映画の中のカラーの少女,モノクロの古い映画の世界に、なぜか一人だけ、鮮やかな赤い服を着た少女が迷い込んでいる。彼女の「色」が、触れたもの（例：花、車）にだけ色が移っていく様子を描いてください。
2029/07/06,水,No.04117,雲を食べる飛行機,燃料の代わりに「雲」を食べる（エネルギーにする）飛行機。大きな口を開けて積乱雲に突っ込み、ムシャムシャと食べている。食べられた後の空は、くっきりと晴れ渡っている様子を生成してください。
2029/07/07,木,No.04118,すべての道が「ローマ」に通じる街,文字通り、その街のどの道（大通り、路地裏、行き止まりに見える道）を選んでも、必ず最終的には街の中心にある「ローマ広場」（コロッセオ風の建物）にたどり着いてしまう。初めて訪れた旅行者が混乱している様子を描いてください。
2029/07/08,金,No.04119,涙味のキャンディ,食べた人の「悲しみの記憶」を味わうことができる不思議なキャンディ。一粒舐めると、他人の切ない過去が頭の中に流れ込んでくる。人々は、共感や好奇心からそのキャンディを買い求めている様子を描いてください。
2029/07/09,土,No.04120,鉛でできた蝶,蝶が、重い「鉛」でできている。羽ばたくことはできず、地面を這うようにしか進めない。しかし、その鉛の羽は、鈍い光を放ち、独特の美しさを持っている。それを少女がじっと見つめている様子を生成してください。
2029/07/10,日,No.04121,機械仕掛けの神,人々が信仰する全知全能の神。その神殿の奥にあるご神体は、実は無数の歯車と蒸気パイプで動く巨大な機械（オートマタ）だった。神官だけがその秘密を知り、必死でメンテナンスをしている様子を描いてください。
2029/07/11,月,No.04122,骨董品になったスマートフォン,未来の世界。現代の最新スマートフォンが、アンティークショップ（骨董品屋）の埃をかぶった棚に、「21世紀の原始的な通信機」として、蓄音機やタイプライターと一緒に並べられている様子を生成してください。
2029/07/12,火,No.04123,笑う葬式,その文化圏では、死は「新しい始まり」として祝福されるため、葬式は非常に陽気に行われる。参列者はカラフルな服を着て、音楽に合わせて踊り、故人の（面白い）思い出話で大爆笑している。棺も派手に装飾されている様子を描いてください。
2029/07/13,水,No.04124,インクでできた海,海が水ではなく、黒々とした「インク」で満たされている。波打ち際には、インクで書かれた「物語」の断片が流れ着く。作家たちが、新しい物語を求めて、そのインクの海にペンを浸している様子を描いてください。
2029/07/14,木,No.04125,星の重さを量る天秤,天文学者が、巨大で精密な天秤を使い、片方の皿に「星」（の光）を乗せ、もう片方の皿に分銅を乗せて、その「重さ」を量ろうとしている。星の光は天秤の上で物質化している様子を描いてください。
2029/07/15,金,No.04126,無重力の書道,宇宙ステーションの無重力空間で、書道家が書道パフォーマンスをしている。墨は丸い球となって宙に浮かび、筆を振るうと、墨が三次元的な軌跡を描き、立体的な「書」が空間に生まれる様子を生成してください。
2029/07/16,土,No.04127,夢と現実の交換所,人々が自分の「夢」（寝て見る夢）を、「現実」の出来事（例：お金、恋人）と交換できる秘密の場所。夢を売って金持ちになったが虚無な人と、現実を捨てて幸せな夢を買いに来た人がすれ違う様子を描いてください。
2029/07/17,日,No.04128,怠惰なアリと勤勉なキリギリス,イソップ寓話とは逆に、アリたちは日陰で昼寝ばかりしており、キリギリスは冬に備えてバイオリンを弾きながら（その音色で）食料を集めている。アリがキリギリスに食料を分けてくれと頼んでいる様子を生成してください。
2029/07/18,月,No.04129,感情を失ったキューピッド,愛の矢で人々を結びつけるキューピッド。しかし、あまりに多くの恋愛を見てきたため、彼自身は「愛」という感情を完全に失ってしまった。機械的に、無表情で矢を放っている姿を描いてください。
2029/07/19,火,No.04130,太陽が二つある砂漠,空に二つの太陽が輝き、通常の二倍の暑さとなっている灼熱の砂漠。人々は、その過酷な環境に適応するため、半分機械化したり、地下に都市を築いたりしている様子を描いてください。
2029/07/20,水,No.04131,影を編んで服を作る人,人々が落とした「影」の断片を集め、それを糸のように紡ぎ、服（マントやドレス）を編んでいる謎の人物。その服は、光を吸収し、着ると姿が見えなくなる効果がある様子を生成してください。
2029/07/21,木,No.04132,沈む空中都市,かつては空高く浮かんでいた壮麗な都市（ラピュタのような）。しかし、動力源を失い、ゆっくりと、しかし確実に、地上の森や海に向かって沈み始めている。住民たちは脱出しようとしているが、都市にしがみつく者もいる様子を描いてください。
2029/07/22,金,No.04133,音を食べる花,その花は、周囲の「音」（特に騒音）を栄養にして成長する。交通量の多い道路脇や、工事現場の近くで、ひときわ大きく、美しく咲き誇っている。花が音を吸い込むと、周囲が静かになる様子を描いてください。
2029/07/23,土,No.04134,未来の考古学者、現代を掘る,数千年後の未来。考古学者たちが、現代の都市（例：東京、ニューヨーク）の遺跡を発掘している。彼らは、スマートフォンやプラスチックのゴミを、「古代の儀式に使われた道具」として真剣に分析・スケッチしている様子を生成してください。
2029/07/24,日,No.04135,鏡の中だけが真実の世界,現実世界はすべてがぼやけた虚像であり、鏡に映った「鏡像の世界」こそが、鮮明で真実の姿をしている。人々は、真実を知るために、鏡を覗き込み、鏡の中の自分と対話している様子を描いてください。
2029/07/25,月,No.04136,色が逆転した世界,空が緑色で、草木が赤色、太陽が青色など、すべてのものの「色」が補色（またはランダム）に入れ替わってしまった世界。人々はその奇妙な色彩の風景の中で、普通に生活している様子を描いてください。
2029/07/26,火,No.04137,「ごめんなさい」で動くロボット,人々の「謝罪の言葉」をエネルギー源にして動く、古いブリキのおもちゃのようなロボット。喧嘩しているカップルの間で、二人が謝るたびに、ロボットが少しずつ元気に動き出す様子を生成してください。
2029/07/27,水,No.04138,目に見える「噂」,人々が噂話をすると、その内容が半透明の文字やイメージとなって、話者の周りを飛び回り、他人の耳に勝手に入っていく。秘密の噂話が、街中に視覚化されて飛び交っている様子を描いてください。
2029/07/28,木,No.04139,水より重い煙,暖炉から立ち上る煙が、空気より重く、床を這うように、まるでドライアイスのように部屋に充満していく。人々は、煙の「海」から顔を出すために、テーブルや椅子の上に避難している様子を描いてください。
2029/07/29,金,No.04140,植物の言葉を翻訳する機械,植物が発する微弱な信号や香りを解析し、人間の言葉に翻訳するレトロな機械。科学者がその機械を使い、「もっと水が欲しい」「あいつ（隣の植物）が邪魔だ」といった植物たちの「会話」を聞いている様子を生成してください。
2029/07/30,土,No.04141,生きた建築,建物自体が巨大な生命体であり、壁が呼吸し、窓が瞬きし、廊下が消化器官のように動いている。住人たちは、その「体内」で、共生するように生活している様子を描いてください。
2029/07/31,日,No.04142,喜びを忘れた遊園地,メリーゴーランドも観覧車も完璧に動作しているが、そこにいる客もスタッフも、全員が一切の笑顔を見せず、無表情でアトラクションに乗っている。BGMだけが虚しく陽気に流れている様子を生成してください。
2029/08/01,月,No.04143,自分のしっぽを食べるウロボロス、満腹になる,永遠の象徴であるウロボロス（自分の尾を噛む蛇）。しかし、その蛇が本当に自分の尾を食べ進めてしまい、体が短くなって、ついには満腹で動けなくなっている。どこか満足気な表情をしている様子を描いてください。
2029/08/02,火,No.04144,記憶が実る木,その木には、人々の「失われた記憶」が、リンゴやブドウのような果実として実る。人々は、自分の忘れた記憶を取り戻すために、その実を収穫しに来る。食べた瞬間に、過去の光景がフラッシュバックする様子を生成してください。
2029/08/03,水,No.04145,サイバーパンクな能楽師,伝統的な能面をつけた能楽師。しかし、その面はLEDで光り、ホログラムを投影する。着物は光ファイバーで織られ、舞う舞台は、ネオンきらめく未来都市のビルの屋上である様子を描いてください。
2029/08/04,木,No.04146,音が固まる世界,発せられた「音」（言葉や音楽）が、その場で空気中に固まり、彫刻のように残る世界。人々は、過去の会話や音楽の「残骸」を避けながら歩いている。うるさい場所は、音の彫刻で迷路のようになっている様子を描いてください。
2029/08/05,金,No.04147,戦う哲学者,哲学者たちが、リングの上で肉弾戦（ボクシングやレスリング）を繰り広げている。しかし、彼らの目的は相手を倒すことではなく、戦いながら「正義とは何か」「存在とは何か」を議論し、相手を「論破」することである様子を生成してください。
2029/08/06,土,No.04148,重力が水平に働く街,その街では、重力が下ではなく、特定の一方向（例：常に西）に向かって水平に働いている。人々は、ビルの「壁」を「床」として生活しており、街全体が90度横倒しになったような奇妙な構造をしている様子を描いてください。
2029/08/07,日,No.04149,「明日」が来ない村,その村は、謎の力によって「今日」という一日が永遠に繰り返されるループに陥っている。人々は、最初は絶望したが、今では諦めて、毎日同じお祭りを（少しずつアレンジしながら）楽しんでいる様子を描いてください。
2029/08/08,月,No.04150,雲の羊飼い,空の上で、羊飼いが、フワフワした「雲」（羊の形をしている）の群れを、杖を使って誘導している。時々、群れから離れようとする「迷い雲」がいる様子を描いてください。
2029/08/09,火,No.04151,色が有毒な世界,空気中の「色」が、有毒な粒子として存在しているため、人々はガスマスクと全身防護服を着用しなければ外を歩けない。特に「鮮やかな色」ほど毒性が強い。街はくすんだ色で塗られている様子を生成してください。
2029/08/10,水,No.04152,図書館の魚,図書館の書庫の奥にある、巨大な水槽。その中には、水ではなく、流動する「知識」や「物語」が満たされており、その中を「本の魚」（体が本でできている魚）が泳ぎ回っている様子を描いてください。
2029/08/11,木,No.04153,影が凍る夜,極端に寒い夜、人や物の影が、地面や壁に張り付いたまま「凍りついて」しまい、本体が動いても影だけがその場に残ってしまう。朝になり、人々が自分の影を剥がしに来る様子を描いてください。
2029/08/12,金,No.04154,デジタルな神隠し,ある日突然、特定の人物が、物理的に行方不明になるのではなく、インターネット上から、その人の「すべてのデータ」（SNS、記録、写真）が、まるで最初から存在しなかったかのように完全に消え失せてしまう現象。「消された」人の家族が途方に暮れている様子を生成してください。
2029/08/13,土,No.04155,甘い香りのする悪夢,見ている夢は、怪物に追いかけられるような恐ろしい悪夢。しかし、なぜかその夢の中では、ずっと甘い綿菓子や花の香りが漂っており、恐怖と快感が混じり合った奇妙な感覚に襲われている様子を描いてください。
2029/08/14,日,No.04156,石の心臓を持つ少女,生まれつき心臓が「石」でできている少女。彼女は感情を感じることができないが、彼女に触れた人々は、逆に強い感情（喜びや悲しみ）に襲われる。彼女は、人々を避け、森の奥で動物たちと静かに暮らしている様子を生成してください。
2029/08/15,月,No.04157,時間が早く流れる森,その森に入ると、外の世界に比べて時間が100倍早く流れる。冒険者が一晩キャンプしただけで、外の世界では数ヶ月が経過してしまう。森の出口で、変わり果てた故郷を見て驚く様子を描いてください。
2029/08/16,火,No.04158,「ありがとう」をエネルギーにする街,街の電力やインフラが、人々の「感謝の言葉」によって賄われている。人々は、互いに積極的に感謝を伝え合い、街は常に明るく活気に満ちている。感謝が不足すると停電が起きる様子を生成してください。
2029/08/17,水,No.04159,知識が重い世界,知識を得れば得るほど、その人の体が物理的に重くなっていく世界。偉大な学者は、自分の体を支えるために、何人もの助手に担がれたり、台車に乗せられたりしている。無知な子供は軽々と飛び跳ねている様子を描いてください。
2029/08/18,木,No.04160,海の底の星空,深海の底。そこには、空（海面）を見上げると、プランクトンや深海魚たちが、まるで夜空の星々や銀河のように、美しく配置されて輝いている。潜水艦がその光景に見とれている様子を生成してください。
2029/08/19,金,No.04161,涙で発電する機械,人々の「悲しみの涙」を集め、それを燃料にして発電する巨大な機械。街を照らす電力のために、人々は定期的に「泣く」ことを奨励されている。映画館で悲しい映画を見て、人々が一斉に泣いている様子を描いてください。
2029/08/20,土,No.04162,白紙の地図を持つ探検家,探検家が持っている地図は、真っ白。しかし、彼が未知の土地に足を踏み入れると、歩いた軌跡が自動的に地図上に描き込まれていく。彼は、その地図を埋めることを楽しみに旅をしている様子を生成してください。
2029/08/21,日,No.04163,声が入れ替わる日,一年に一度、ランダムに選ばれた二人の「声」が入れ替わってしまう日。屈強な兵士が少女のかわいい声になり、内気な少女が野太い声になってしまい、互いに困惑している様子を描いてください。
2029/08/22,月,No.04164,折り紙でできた都市,高層ビルも、橋も、公園の木々も、すべてが巨大な「折り紙」でできている都市。非常に精巧で美しいが、雨が降るとふやけてしまい、人々は必死で修復作業をしている様子を生成してください。
2029/08/23,火,No.04165,「平和」という名の兵器,ある国が開発した究極の兵器。それは、敵国に撃ち込まれると、人々の攻撃性や闘争本能を完全に奪い去り、すべての人を「平和主義者」にして無力化する。兵士たちが戦場で武器を捨て、花を摘み始める様子を描いてください。
2029/08/24,水,No.04166,地下鉄の幽霊船,廃線となった地下鉄のトンネルに、乗客も運転士もいない、ぼろぼろの古い幽霊列車が今も走り続けている。それは、現実世界と異世界を繋ぐ境界となっている様子を生成してください。
2029/08/25,木,No.04167,月で餅をつく宇宙飛行士,アポロ計画の宇宙飛行士が、月面で、巨大な臼（うす）と杵（きね）を持ち出し、無重力の中で（？）必死に餅をついている。地球では、その様子が中継され、人々が応援している様子を描いてください。
2029/08/26,金,No.04168,悪夢を売る店,人々が悪夢に悩まされる世界で、逆に「刺激的な悪夢」を商品として売る店。退屈な日常に飽きた人々が、スリルを求めて高価な悪夢（例：「ゾンビに追われる夢」「テストに落ちる夢」）を買いに来る様子を生成してください。
2029/08/27,土,No.04169,溶ける時計と固まる時間,ダリの絵のように、時計がグニャリと溶けて形を失っている。それと同時に、周囲の「時間」の流れが固まってしまい、人々や物が空中で静止している。溶けた時計だけが、唯一動いている様子を描いてください。
2029/08/28,日,No.04170,音楽で天気を操る演奏家,バイオリニストが情熱的な曲を弾くと嵐が起こり、ピアニストが静かな曲を弾くと雪が降る。演奏家たちが合奏し、砂漠に雨を降らせようと奮闘している様子を生成してください。
2029/08/29,月,No.04171,影が光る世界,この世界では、光が当たると黒い「影」ができるのではなく、逆にまばゆい「光の影」が生まれる。日中は、光の影が溢れて眩しすぎるため、人々は日陰（＝影がない場所）を求めて歩く様子を描いてください。
2029/08/30,火,No.04172,本のページに住む人々,巨大な本の、物語の「行間」や「余白」に、小さな人々が村を作って住んでいる。彼らは、物語の展開（例：嵐のシーン）に怯えたり、挿絵の食べ物を盗もうとしたりしている様子を描いてください。
2029/08/31,水,No.04173,「無」を売る商人,人々が情報やモノで溢れかえった世界で、「何も入っていない箱」や「完全な静寂」といった「無」を、最高級品として売る商人。人々は、心の平穏を求めて、その「無」を高値で買っていく様子を生成してください。
2029/09/01,木,No.04174,重力に逆らうペンキ,そのペンキで壁に「矢印（↑）」を描くと、その部分だけ重力が逆転し、物が天井に向かって落ちるようになる。人々はそのペンキを使い、壁や天井に家具を配置して生活している様子を描いてください。
2029/09/02,金,No.04175,自分の未来を食べる動物,その動物は、自分の「未来」（これから起こるはずだった出来事）を食べることで生きている。食べれば食べるほど強くなるが、その代償として、未来の可能性（例：恋人との出会い、成功）が失われていく様子を生成してください。
2029/09/03,土,No.04176,蒸気機関の幽霊,スチームパンクの世界。亡くなった人の魂が、幽霊として現れるが、その姿は青白い人魂ではなく、蒸気（スチーム）でできた人型であり、時折「プシュー」という音を立てている様子を描いてください。
2029/09/04,日,No.04177,笑い袋の悲劇,中に入っている機械が「笑い声」を出す「笑い袋」。しかし、その機械は、本当は悲しいのに無理やり笑わされていると感じており、袋の中で静かに涙（オイル）を流している様子を、コミカルかつ哀れに描いてください。
2029/09/05,月,No.04178,言葉の重みで沈む船,人々が「嘘」や「悪口」、「絶望的な言葉」を口にするたび、その言葉が物理的な重りとなって船に積み込まれていく。船は、言葉の重みに耐えきれず、ゆっくりと海に沈んでいく様子を生成してください。
2029/09/06,火,No.04179,ネオンサインのお経,サイバーパンクな寺院。僧侶が唱えるお経が、伝統的な木魚の音と共に、壁一面のネオンサインやホログラムとして、チカチカと点滅しながら表示されている。参拝者はVRゴーグルをつけている様子を描いてください。
2029/09/07,水,No.04180,記憶を預かる銀行,人々が、忘れたくない大切な記憶（例：初恋、家族との思い出）を、映像やデータの形で「預ける」ことができる銀行。記憶は金庫室で厳重に保管され、必要な時に「引き出す」ことができる様子を生成してください。
2029/09/08,木,No.04181,「常識」を食べる怪物,その怪物は、人々の「常識」や「固定観念」を食べてしまう。食べられた人々は、突拍子もない行動（例：スーツで逆立ち歩き、空を飛べると信じる）を始め、街は創造的なカオスに陥る様子を描いてください。
